Product,Region,Price,Quantity
Laptop,Asia,540.9842455872767,2
Laptop,North America,732.8430601419743,8
Phone,Asia,1133.8043050578785,2
Tablet,Asia,748.081729727279,9
Tablet,Europe,499.3714093763788,2
Phone,Europe,750.8513871828111,9
Tablet,Europe,745.4552860504659,7
Tablet,Asia,260.6226714116857,8
Laptop,North America,789.1410266964375,2
Tablet,Europe,753.8130939582644,7
Tablet,Europe,939.2412729626836,6
Phone,Asia,1169.791218989069,4
Phone,Europe,1025.3130059095515,7
Laptop,North America,746.2222618890339,4
Tablet,North America,578.694818251666,2
Tablet,Europe,1314.671960649972,7
Tablet,Europe,811.8436868028977,8
Laptop,Asia,802.7858583825893,2
Laptop,North America,795.1749825779993,5
Phone,North America,839.616952153571,1
Laptop,Europe,771.1279176152115,7
Tablet,Asia,685.2675986239527,8
Tablet,North America,690.6282117519215,6
Laptop,North America,793.4493459568004,5
Tablet,Asia,691.315045773247,6
Tablet,Asia,657.4308434645671,2
Laptop,North America,821.2860455383793,1
Laptop,North America,749.004556515829,7
Tablet,Asia,1100.7985977165376,7
Tablet,North America,269.80603832139764,2
Tablet,Europe,1018.3013703844923,2
Phone,Europe,1049.2170384995259,1
Phone,Asia,385.3219535183701,8
Phone,Asia,731.4624811839302,8
Laptop,Asia,725.7118268008417,1
Phone,Europe,518.4976610564357,8
Laptop,North America,644.4366624818249,9
Laptop,Europe,577.8848309068343,4
Phone,North America,1150.4540886847244,1
Phone,Europe,987.1356786294922,1
Phone,North America,1054.3110189988317,3
Tablet,Europe,944.334412808647,5
Phone,Asia,574.1896457565542,5
Tablet,Europe,695.0959467440452,9
Laptop,North America,897.8749122455836,2
Tablet,Europe,555.574438221611,2
Phone,Europe,942.5996860344776,6
Laptop,Europe,751.934920368373,9
Laptop,Asia,725.0358384900806,1
Laptop,Europe,942.1919936406982,9
Tablet,Asia,888.852662297208,9
Phone,Asia,727.806766836184,9
Laptop,Europe,1031.8659606728497,5
Laptop,Europe,583.7873344800205,9
Laptop,Europe,923.1871213888528,4
Tablet,North America,918.6202515936768,2
Tablet,Europe,738.090712137202,6
Phone,Asia,865.2266044484236,4
Tablet,Europe,549.7772847229394,6
Laptop,North America,984.8054038413802,3
Phone,Europe,763.0195727114021,6
Laptop,North America,695.4553958961922,2
Laptop,North America,1009.8018451673779,2
Tablet,Europe,659.1312618914482,9
Phone,Asia,518.3077407272881,7
Tablet,North America,488.67416529521927,3
Tablet,Europe,921.2019902691279,1
Phone,Europe,543.9141295007435,8
Laptop,Asia,1150.9588363968728,6
Laptop,North America,383.6141184232556,7
Phone,North America,1139.2912736580076,9
Laptop,Europe,842.2034934405236,5
Phone,Europe,780.6573776259215,1
Phone,Asia,691.01618263821,7
Tablet,Asia,879.8272228704142,5
Phone,North America,792.4730595150303,3
Tablet,North America,1020.6603764033043,9
Laptop,Europe,822.845529732408,1
Laptop,North America,830.0603522923756,1
Laptop,Asia,727.2775575572289,1
Laptop,Asia,788.6108752557865,3
Tablet,Europe,861.5603537784118,6
Laptop,Asia,457.9663214686749,3
Phone,Asia,530.3629155788574,8
Phone,Asia,948.652818804543,2
Phone,Asia,834.1730876255883,9
Tablet,Europe,763.2033327294641,3
Laptop,Europe,803.6867866130787,5
Laptop,North America,869.5163410723342,8
Laptop,Asia,692.0480639381277,2
Tablet,North America,644.3390549195375,6
Phone,Europe,839.1690510195363,5
Phone,Europe,604.3254444769937,9
Laptop,Europe,881.6505511428944,5
Phone,Europe,459.4832791524319,2
Phone,Europe,1005.8311274651287,5
Tablet,Europe,894.5194964826086,4
Tablet,Europe,851.2059468627751,7
Tablet,Asia,996.5381967891028,6
Tablet,North America,1133.0948888925154,2
Laptop,Europe,1002.874013003626,5
Tablet,Asia,431.82515373367096,7
Phone,Asia,544.0846066528597,7
Laptop,North America,675.0362844608642,5
Phone,Europe,805.2182100421668,9
Phone,North America,903.5318040938246,4
Phone,Europe,654.8512373693069,3
Tablet,Asia,837.3533528954157,4
Tablet,Asia,648.9234135293354,5
Laptop,Asia,677.6964394016104,6
Laptop,Asia,518.6677806303555,3
Tablet,North America,615.3533507778192,2
Phone,Europe,529.6630788767333,4
Laptop,Europe,604.8253494045334,5
Tablet,North America,1010.728359321568,4
Tablet,Europe,610.1202222336115,3
Tablet,Asia,1326.4764129674782,8
Phone,Europe,898.6635801761779,4
Tablet,Asia,836.9672247389748,2
Tablet,North America,628.3284439637573,2
Tablet,Europe,940.0619758817983,1
Tablet,North America,684.8724347524452,4
Laptop,Europe,824.4019629290723,9
Laptop,Asia,1312.016907653759,7
Tablet,North America,780.78802005507,7
Phone,Europe,1029.8546652571351,7
Laptop,Asia,659.3647149748225,8
Tablet,North America,793.0023019006077,1
Laptop,North America,1154.160127127102,8
Laptop,Europe,674.6065884424465,4
Phone,Europe,1162.4897115993858,4
Tablet,Europe,941.5503870910951,4
Tablet,Asia,687.5066448211464,6
Phone,Europe,926.4815478111042,7
Phone,North America,994.510889925346,6
Tablet,North America,924.3619924434392,1
Tablet,Europe,485.9550560219087,8
Phone,Europe,654.5725648350262,7
Laptop,North America,750.4962728896991,6
Laptop,Asia,785.1133141799908,6
Phone,Europe,924.1344195101356,5
Laptop,Europe,835.5402001866507,6
Phone,North America,532.9311282579797,9
Laptop,Europe,876.0395702011926,9
Laptop,Asia,922.1171490567647,8
Tablet,North America,911.958089586208,9
Tablet,Europe,1016.1561451109244,8
Laptop,North America,966.7844309097808,8
Laptop,Europe,891.8360158456874,1
Tablet,Europe,785.9668577082706,5
Tablet,Europe,467.8078132968017,4
Tablet,Asia,885.9236438265172,2
Phone,Asia,841.5375374326222,8
Laptop,North America,854.3157674390746,3
Tablet,Europe,544.6502848359381,4
Laptop,Europe,583.7886919183475,7
Phone,Asia,1010.6305706665808,9
Phone,Europe,792.088969228669,2
Tablet,Asia,936.3001394745249,3
Phone,Europe,805.6636752260922,4
Laptop,North America,805.951227899149,1
Tablet,Europe,987.6567611951996,7
Laptop,Europe,696.7910543565253,2
Laptop,Asia,819.2241553881967,5
Phone,Europe,707.5449422589916,1
Phone,Europe,713.1007545135369,3
Phone,Asia,738.1655753062721,2
Phone,North America,844.4267543267425,1
Phone,North America,704.2502756673045,7
Tablet,Asia,1051.1512251147042,5
Laptop,Asia,621.0785395560993,1
Laptop,Asia,762.6256711677282,6
Laptop,Asia,712.053788345165,5
Laptop,Asia,1089.3955768707465,3
Phone,North America,839.3109553023149,7
Laptop,North America,1006.3689078937269,9
Tablet,Asia,502.8879253926056,9
Tablet,Europe,853.4100531738518,9
Laptop,Asia,977.9261591246874,2
Laptop,Europe,816.4567978550848,3
Tablet,Asia,1013.0960750130703,7
Tablet,Asia,696.5423099799256,5
Phone,North America,1081.8694880371158,2
Tablet,Europe,1259.77962472385,3
Phone,Europe,727.4322879120682,6
Phone,North America,710.8994957198456,7
Phone,North America,1090.6768954235401,9
Phone,North America,1115.9144291461425,1
Phone,North America,695.4279945693463,7
Laptop,Europe,715.9626365808285,8
Tablet,Europe,743.6430782278985,3
Phone,Asia,531.1098977931446,4
Tablet,Asia,616.2696107031604,6
Tablet,North America,599.1718466495864,7
Phone,North America,646.4404869791744,4
Laptop,North America,793.0630225226438,8
Phone,Asia,846.8429465073042,5
Laptop,Asia,1110.1000985628154,1
Tablet,Asia,600.3291918522418,4
Laptop,Asia,996.8644796953167,3
Laptop,Asia,757.2022311548982,9
Laptop,Asia,790.1072580695134,8
Tablet,Asia,934.9638984333208,1
Tablet,North America,575.4555956875403,6
Laptop,North America,876.4819492368101,9
Laptop,North America,833.2904416426112,7
Phone,North America,898.4902528016298,4
Laptop,Asia,857.8337287815637,1
Phone,Europe,1291.0600279821788,2
Laptop,Asia,672.4520031497368,5
Phone,Europe,693.8006089996364,5
Tablet,North America,675.3718947150471,8
Laptop,Asia,688.904576167949,6
Laptop,North America,672.5225745386965,8
Laptop,Asia,1037.8033062215104,2
Laptop,North America,1084.1008495979709,3
Phone,Europe,685.8507412501048,6
Laptop,Europe,633.5288853791542,3
Tablet,Europe,894.2831112772808,6
Tablet,Asia,689.5553911438058,6
Laptop,Europe,926.5863635511022,2
Tablet,Asia,840.5846041702599,7
Laptop,Europe,496.8511770005536,2
Laptop,Europe,1109.5010402660123,6
Tablet,Asia,1159.1755346191044,1
Laptop,Asia,677.4422619031227,3
Tablet,Europe,722.4596880128032,2
Phone,Asia,857.173078144981,7
Laptop,Europe,866.891357997405,4
Phone,Asia,931.7088545345661,8
Tablet,North America,1202.04090775327,6
Phone,North America,764.6105545011901,4
Phone,North America,640.3405510923093,5
Tablet,North America,524.1361543970945,9
Phone,North America,653.8139920116162,7
Phone,Europe,793.3746054252406,9
Tablet,North America,1158.9115727035576,7
Phone,North America,696.4777401927657,1
Tablet,North America,844.7575903277797,8
Phone,North America,796.7154207854496,4
Tablet,Asia,1037.678654689617,3
Tablet,Europe,1305.3864851747244,7
Phone,North America,693.8262454159359,3
Phone,North America,702.1121114963555,8
Phone,North America,1008.8321754138144,6
Laptop,Europe,936.3782979252622,5
Laptop,Asia,1169.3414651472067,4
Laptop,Europe,916.7856370651928,8
Tablet,Asia,728.141581842588,8
Phone,North America,918.1309661384619,1
Tablet,North America,1021.7407161165816,9
Laptop,Europe,964.0964362394728,5
Phone,Europe,901.4548062214595,4
Tablet,Asia,1013.3349379178308,6
Phone,Asia,1033.8591180891344,6
Tablet,Europe,1076.4317982075054,2
Phone,Asia,929.7419775179285,8
Laptop,Europe,766.5763839366291,7
Laptop,Asia,829.3427372866646,1
Phone,Europe,1041.3017933016713,5
Tablet,Europe,636.6128658025527,6
Laptop,Europe,873.7346617745802,4
Laptop,Asia,721.3322375345278,2
Laptop,Asia,805.7489645869636,4
Phone,Asia,1055.6903725214597,1
Phone,Europe,838.2198136039807,7
Tablet,Asia,809.2873096312297,2
Tablet,Asia,528.0287718040162,2
Tablet,Europe,949.2507132054441,9
Phone,North America,929.0968362282151,5
Phone,Europe,1232.6509446610921,2
Tablet,Asia,738.4443530093998,9
Tablet,Europe,843.8300655327878,9
Phone,North America,849.876736742151,1
Tablet,Europe,1115.4906559526949,3
Laptop,Asia,780.9408935226096,4
Phone,North America,855.8043051540678,7
Tablet,Asia,921.5793019433079,4
Phone,North America,837.3218246312716,2
Laptop,North America,710.7132770898943,7
Phone,Europe,838.8179985796615,6
Phone,Europe,1014.7263499719544,3
Phone,Asia,594.696940117788,6
Phone,Europe,826.5939348293753,6
Laptop,Europe,659.9758370121654,5
Phone,North America,1039.0093257849685,4
Phone,Europe,495.36261904324505,1
Tablet,North America,688.2156305456823,6
Phone,North America,875.4423750129042,2
Tablet,North America,1113.1048058468682,3
Laptop,Asia,786.8499477854025,8
Laptop,Asia,688.9600946613604,6
Laptop,Asia,1176.231413888118,3
Laptop,North America,510.3972199167512,7
Tablet,Asia,360.2388086759836,4
Phone,Asia,888.0028900106665,9
Laptop,Europe,699.5891551294778,5
Phone,Asia,595.7534365738574,3
Tablet,Asia,941.6712894598706,2
Tablet,North America,848.7601427542397,2
Tablet,North America,687.1842738526543,3
Laptop,North America,543.9391202658212,2
Phone,North America,974.4914656560289,4
Phone,North America,930.0402355917322,2
Phone,North America,780.1648272441234,9
Tablet,Asia,1169.3273992095333,2
Laptop,North America,585.9830467347695,9
Tablet,North America,494.8949658150522,6
Tablet,Europe,661.6183860237511,1
Phone,Asia,790.8827967289004,4
Tablet,Asia,848.6678898645383,1
Phone,Asia,751.752788428734,6
Laptop,North America,870.4110793028593,4
Phone,North America,549.6921151619111,3
Laptop,North America,1088.7529208146518,3
Phone,Europe,783.5697643214862,9
Tablet,North America,1023.4591663176255,6
Tablet,Europe,868.5450692755409,9
Laptop,Asia,891.3506438307568,5
Laptop,North America,913.9534560464408,2
Laptop,Europe,889.541712003463,8
Phone,Europe,928.5445519735088,5
Phone,North America,1065.8305060264863,2
Laptop,Asia,839.304233940294,4
Tablet,Asia,941.8007515177025,9
Phone,Asia,782.0528611425547,4
Phone,Europe,1088.0234430898945,4
Phone,Europe,664.721539588146,2
Laptop,Europe,1160.1880865821631,6
Laptop,Europe,791.9684098711314,2
Laptop,Asia,513.8449795763904,7
Laptop,North America,825.6208829821578,3
Laptop,Europe,663.7896685050239,3
Tablet,Europe,968.1287097977448,5
Tablet,Asia,669.4752041395218,3
Laptop,North America,710.763313357044,2
Phone,North America,422.0918538108938,9
Laptop,Asia,709.5387361501846,2
Tablet,Asia,315.22413467420864,2
Tablet,North America,483.21943530285535,8
Phone,Europe,952.0829312288595,9
Tablet,North America,957.1600317301665,7
Laptop,Asia,885.091512356993,3
Phone,Europe,606.6047713741574,9
Laptop,Europe,790.457728771604,3
Laptop,Asia,799.2794921818863,5
Phone,Asia,568.3270621614914,9
Laptop,Asia,1100.67966035343,3
Tablet,North America,975.4724581151343,7
Laptop,North America,755.8071652340673,1
Phone,Europe,805.3771677989062,4
Phone,Asia,841.6765615895105,4
Phone,Europe,391.65302631514186,7
Laptop,Europe,750.5645234958806,8
Phone,Europe,663.6031504004403,1
Phone,Europe,599.6759980210169,5
Laptop,Asia,743.779941422809,7
Tablet,Europe,1159.5373053699045,4
Laptop,Asia,928.168572253402,4
Phone,Asia,685.7642020434406,4
Phone,North America,914.5165562712317,6
Laptop,Asia,1079.8710873172004,7
Tablet,North America,984.9267365825538,2
Phone,Asia,811.9260739840348,5
Phone,Asia,670.6126444588853,4
Phone,Asia,939.644662722718,3
Laptop,North America,878.6970770843499,7
Phone,North America,979.0386440055464,6
Tablet,Europe,927.0343603363939,7
